CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
19647331930973	Los Angeles	Los Angeles Unified	Simon Rodia Continuation	38	0	0	0	0	3	0	0	0	41	1617
19647331931047	Los Angeles	Los Angeles Unified	Birmingham Community Charter High	567	3	13	0	16	39	59	8	0	705	1617
19647331931336	Los Angeles	Los Angeles Unified	Cheviot Hills Continuation	19	0	0	0	0	7	2	0	0	28	1617
19647331931377	Los Angeles	Los Angeles Unified	Amelia Earhart Continuation	17	0	0	0	0	1	1	0	0	19	1617
19647331931385	Los Angeles	Los Angeles Unified	Albert Einstein Continuation	8	0	0	0	0	0	2	1	0	11	1617
19647331931393	Los Angeles	Los Angeles Unified	Highland Park Continuation	9	0	0	0	0	1	0	0	0	10	1617
19647331931435	Los Angeles	Los Angeles Unified	Robert H. Lewis Continuation	12	0	0	0	0	0	2	0	0	14	1617
19647331931450	Los Angeles	Los Angeles Unified	Jack London Continuation	10	0	0	0	0	3	3	0	0	16	1617
19647331931468	Los Angeles	Los Angeles Unified	Metropolitan Continuation	43	0	0	0	0	2	1	0	0	46	1617
19647331931476	Los Angeles	Los Angeles Unified	Canoga Park Senior High	184	2	7	1	3	8	23	1	0	229	1617
19647331931484	Los Angeles	Los Angeles Unified	Mission Continuation	9	0	0	0	0	0	2	0	0	11	1617
19647331931500	Los Angeles	Los Angeles Unified	Owensmouth Continuation	36	0	0	0	0	0	2	0	0	38	1617
19647331931518	Los Angeles	Los Angeles Unified	George S. Patton Continuation	18	0	0	2	0	5	1	0	0	26	1617
19647331931526	Los Angeles	Los Angeles Unified	Carson Senior High	193	1	5	14	63	55	9	3	0	343	1617
19647331931534	Los Angeles	Los Angeles Unified	Will Rogers Continuation	29	0	1	0	3	0	2	0	0	35	1617
19647331931559	Los Angeles	Los Angeles Unified	Stoney Point Continuation	21	0	1	0	1	0	4	0	0	27	1617
19647331931682	Los Angeles	Los Angeles Unified	Zane Grey Continuation	9	0	0	0	0	1	0	0	0	10	1617
19647331931690	Los Angeles	Los Angeles Unified	Independence Continuation	27	0	1	0	0	0	1	0	0	29	1617
19647331931708	Los Angeles	Los Angeles Unified	Chatsworth Charter High	263	1	37	1	21	30	70	3	0	426	1617
19647331931716	Los Angeles	Los Angeles Unified	Valley Alternative Magnet	18	0	4	0	1	1	21	0	0	45	1617
19647331931856	Los Angeles	Los Angeles Unified	Whitman Continuation	13	0	4	0	0	0	0	0	0	17	1617
19647331931864	Los Angeles	Los Angeles Unified	Grover Cleveland Charter High	330	1	97	2	37	37	148	5	0	657	1617
19647331931930	Los Angeles	Los Angeles Unified	Avalon High	39	0	0	0	0	0	0	0	0	39	1617
19647331931955	Los Angeles	Los Angeles Unified	Ellington (Duke) High (Continuation)	2	0	0	0	0	11	0	0	0	13	1617
19647331931971	Los Angeles	Los Angeles Unified	John Hope Continuation	12	0	0	0	0	6	0	0	0	18	1617
19647331931989	Los Angeles	Los Angeles Unified	Monterey Continuation	13	0	0	0	0	0	1	0	0	14	1617
19647331931997	Los Angeles	Los Angeles Unified	Odyssey Continuation	47	0	0	0	0	0	0	0	0	47	1617
19647331932128	Los Angeles	Los Angeles Unified	Crenshaw Science, Technology, Engineering, Math an	40	2	0	0	0	144	3	1	0	190	1617
19647331932250	Los Angeles	Los Angeles Unified	Henry David Thoreau Continuation	13	0	1	0	2	2	8	0	0	26	1617
19647331932318	Los Angeles	Los Angeles Unified	Eagle Tree Continuation	23	0	0	1	1	0	0	1	0	26	1617
19647331932334	Los Angeles	Los Angeles Unified	Jane Addams Continuation	19	0	0	0	0	1	0	0	0	20	1617
19647331932342	Los Angeles	Los Angeles Unified	Evergreen Continuation	24	0	0	0	0	3	1	0	0	28	1617
19647331932383	Los Angeles	Los Angeles Unified	Susan Miller Dorsey Senior High	74	0	0	1	0	107	1	2	0	185	1617
19647331932391	Los Angeles	Los Angeles Unified	West Hollywood Opportunity	6	0	0	0	0	4	1	0	0	11	1617
19647331932540	Los Angeles	Los Angeles Unified	Eagle Rock High	231	0	21	0	78	6	47	4	0	387	1617
19647331932623	Los Angeles	Los Angeles Unified	El Camino Real Charter High	266	3	88	3	54	79	412	25	9	939	1617
19647331932821	Los Angeles	Los Angeles Unified	Boyle Heights Continuation	11	0	0	0	0	0	1	0	0	12	1617
19647331932847	Los Angeles	Los Angeles Unified	Los Angeles Center for Enriched Studies	60	1	62	1	4	17	62	2	0	209	1617
19647331932888	Los Angeles	Los Angeles Unified	Downtown Business High	122	0	51	2	27	7	9	1	0	219	1617
19647331932920	Los Angeles	Los Angeles Unified	Fairfax Senior High	215	0	54	0	12	71	21	2	0	375	1617
19647331932987	Los Angeles	Los Angeles Unified	John H. Francis Polytechnic	568	1	7	1	17	5	16	0	0	615	1617
19647331933001	Los Angeles	Los Angeles Unified	King/Drew Medical Magnet High	188	0	2	1	0	126	0	1	0	318	1617
19647331933043	Los Angeles	Los Angeles Unified	Benjamin Franklin Senior High	228	0	5	0	9	0	2	1	0	245	1617
19647331933118	Los Angeles	Los Angeles Unified	John C. Fremont Senior High	345	2	0	0	1	36	0	0	0	384	1617
19647331933233	Los Angeles	Los Angeles Unified	Sherman Oaks Center for Enriched Studies	92	4	22	3	16	8	106	0	0	251	1617
19647331933241	Los Angeles	Los Angeles Unified	Gardena Senior High	222	1	16	6	6	73	4	3	0	331	1617
19647331933381	Los Angeles	Los Angeles Unified	James A. Garfield Senior High	509	0	1	1	0	1	3	0	0	515	1617
19647331933746	Los Angeles	Los Angeles Unified	Granada Hills Charter High	382	2	196	4	121	38	262	14	1	1020	1617
19647331933795	Los Angeles	Los Angeles Unified	Ulysses S. Grant Senior High	198	0	9	0	7	13	117	1	0	345	1617
19647331933852	Los Angeles	Los Angeles Unified	Alexander Hamilton Senior High	275	1	20	3	10	157	94	5	1	566	1617
19647331934033	Los Angeles	Los Angeles Unified	Hollywood Senior High	188	0	10	1	9	34	26	5	0	273	1617
19647331934157	Los Angeles	Los Angeles Unified	Huntington Park Senior High	361	1	1	0	1	1	1	1	0	367	1617
19647331934371	Los Angeles	Los Angeles Unified	Thomas Jefferson Senior High	157	0	0	0	1	15	1	0	0	174	1617
19647331934454	Los Angeles	Los Angeles Unified	David Starr Jordan Senior High	66	0	0	1	0	14	0	0	0	81	1617
19647331935121	Los Angeles	Los Angeles Unified	Abraham Lincoln Senior High	124	2	59	0	1	0	2	0	0	188	1617
19647331935352	Los Angeles	Los Angeles Unified	Los Angeles Senior High	148	1	17	1	6	39	3	1	1	217	1617
19647331935519	Los Angeles	Los Angeles Unified	Manual Arts Senior High	243	0	0	0	0	50	3	1	0	297	1617
19647331935568	Los Angeles	Los Angeles Unified	John Marshall Senior High	284	0	82	0	56	7	78	7	0	514	1617
19647331935717	Los Angeles	Los Angeles Unified	Joaquin Miller Career and Transition Center	0	0	0	0	0	0	1	0	0	1	1617
19647331935865	Los Angeles	Los Angeles Unified	James Monroe High	376	1	9	1	14	16	16	2	1	436	1617
19647331936160	Los Angeles	Los Angeles Unified	Nathaniel Narbonne Senior High	315	1	13	15	37	117	26	1	0	525	1617
19647331936350	Los Angeles	Los Angeles Unified	North Hollywood Senior High	386	0	50	1	13	22	61	7	0	540	1617
19647331937085	Los Angeles	Los Angeles Unified	Ramona Opportunity High	13	0	0	0	0	0	0	0	0	13	1617
19647331937226	Los Angeles	Los Angeles Unified	Reseda Senior High	258	0	11	1	3	14	35	1	0	323	1617
19647331937424	Los Angeles	Los Angeles Unified	Theodore Roosevelt Senior High	363	1	1	0	0	2	0	0	0	367	1617
19647331937622	Los Angeles	Los Angeles Unified	San Fernando Senior High	453	2	2	0	2	2	7	0	2	470	1617
19647331937838	Los Angeles	Los Angeles Unified	San Pedro Senior High	378	2	15	3	16	45	98	3	0	560	1617
19647331938307	Los Angeles	Los Angeles Unified	South Gate Senior High	538	3	1	0	0	10	2	0	1	555	1617
19647331938554	Los Angeles	Los Angeles Unified	Sylmar Charter High	351	1	1	0	4	7	5	0	0	369	1617
19647331938612	Los Angeles	Los Angeles Unified	Taft Charter High	172	4	37	0	13	54	189	7	0	476	1617
19647331938885	Los Angeles	Los Angeles Unified	University Senior High	194	0	20	0	12	69	57	5	0	357	1617
19647331938968	Los Angeles	Los Angeles Unified	Van Nuys Senior High	300	1	63	2	41	20	38	7	0	472	1617
19647331939040	Los Angeles	Los Angeles Unified	Venice Senior High	248	3	25	1	7	46	71	4	0	405	1617
19647331939107	Los Angeles	Los Angeles Unified	Verdugo Hills Senior High	172	4	11	1	14	13	100	2	0	317	1617
19647331939305	Los Angeles	Los Angeles Unified	George Washington Preparatory High	103	0	0	0	1	102	2	0	0	208	1617
19647331939479	Los Angeles	Los Angeles Unified	WESM Health/Sports Medicine	42	2	4	0	2	163	12	3	0	228	1617
19647331939859	Los Angeles	Los Angeles Unified	Woodrow Wilson Senior High	300	0	12	0	2	5	2	1	0	322	1617
19647331939941	Los Angeles	Los Angeles Unified	John F. Kennedy High	357	2	15	1	19	13	43	1	0	451	1617
19647331995448	Los Angeles	Los Angeles Unified	Francisco Bravo Medical Magnet High	319	1	51	1	10	4	23	1	0	410	1617
19647331995794	Los Angeles	Los Angeles Unified	Youth Opportunities Unlimited	73	0	0	0	0	36	0	2	0	111	1617
19647331995836	Los Angeles	Los Angeles Unified	Palisades Charter High	175	2	51	8	5	96	374	11	0	722	1617
19647331996073	Los Angeles	Los Angeles Unified	Tri-C Community Day	22	0	1	0	0	7	2	0	0	32	1617
19647331996115	Los Angeles	Los Angeles Unified	City of Angels	195	1	8	0	3	24	46	2	0	279	1617
19647331996610	Los Angeles	Los Angeles Unified	Los Angeles Leadership Academy	47	0	0	0	0	0	0	1	0	48	1617
19647336016885	Los Angeles	Los Angeles Unified	Elizabeth Learning Center	141	0	0	0	0	1	0	0	0	142	1617
19647336019475	Los Angeles	Los Angeles Unified	Thirty-Second Street USC Performing Arts	61	0	5	0	0	10	5	0	0	81	1617
19647336019715	Los Angeles	Los Angeles Unified	Vaughn Next Century Learning Center	111	0	2	0	0	1	1	1	0	116	1617
19647336058002	Los Angeles	Los Angeles Unified	Robert Fulton College Preparatory	147	1	3	0	5	1	5	0	0	162	1617
19647336060495	Los Angeles	Los Angeles Unified	Benjamin Banneker Career and Transition Center	1	0	0	0	0	0	0	0	0	1	1617
19647336060529	Los Angeles	Los Angeles Unified	Marlton	5	0	0	0	0	2	0	0	0	7	1617
19647336061451	Los Angeles	Los Angeles Unified	Foshay Learning Center	167	1	0	0	0	15	1	0	0	184	1617
19647336061600	Los Angeles	Los Angeles Unified	Sun Valley Magnet	43	0	1	1	0	2	1	0	0	48	1617
19647336069157	Los Angeles	Los Angeles Unified	Berenece Carlson Home Hospital	3	0	0	0	0	1	0	0	0	4	1617
19647336116750	Los Angeles	Los Angeles Unified	PUC Community Charter Middle and PUC Community Cha	85	0	0	0	0	4	1	0	1	91	1617
19647336119945	Los Angeles	Los Angeles Unified	Magnolia Science Academy	46	0	7	0	6	1	8	0	0	68	1617
19647740109538	Los Angeles	Lynwood Unified	Marco Antonio Firebaugh High	344	0	0	0	1	19	4	0	0	368	1617
19647740114777	Los Angeles	Lynwood Unified	Pathway Independent Study	72	0	0	0	0	11	0	0	0	83	1617
19647740127845	Los Angeles	Lynwood Unified	Lynwood Alternative	2	0	0	0	0	3	0	0	0	5	1617
19647741935428	Los Angeles	Lynwood Unified	Vista High	90	0	0	0	0	2	1	0	0	93	1617
19647741935436	Los Angeles	Lynwood Unified	Lynwood High	419	0	2	1	0	30	2	0	0	454	1617
19647900000001	Los Angeles	Monrovia Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	2	0	0	0	2	1617
19647901935899	Los Angeles	Monrovia Unified	Canyon Oaks High	20	1	1	0	0	2	2	3	0	29	1617
19647901935923	Los Angeles	Monrovia Unified	Monrovia High	226	0	17	0	11	27	91	6	1	379	1617
19647901996404	Los Angeles	Monrovia Unified	Mountain Park	6	0	0	0	0	1	8	0	0	15	1617
19648080124552	Los Angeles	Montebello Unified	Applied Technology Center	129	1	1	0	2	1	9	1	0	144	1617
19648081930155	Los Angeles	Montebello Unified	Schurr High	521	1	51	1	2	3	5	5	0	589	1617
19648081930825	Los Angeles	Montebello Unified	Bell Gardens High	563	0	0	0	0	0	3	0	0	566	1617
19648081935998	Los Angeles	Montebello Unified	Montebello High	537	3	1	1	7	3	15	1	0	568	1617
19648081938927	Los Angeles	Montebello Unified	Vail High (Continuation)	111	0	1	0	0	0	0	0	0	112	1617
19648081996388	Los Angeles	Montebello Unified	Montebello Community Day	14	0	0	0	0	0	0	0	0	14	1617
19648400000001	Los Angeles	Norwalk-La Mirada Unified	Nonpublic, Nonsectarian Schools	2	0	0	0	0	0	0	0	0	2	1617
19648401933647	Los Angeles	Norwalk-La Mirada Unified	John H. Glenn High	277	0	8	1	6	3	7	2	1	305	1617
19648401934728	Los Angeles	Norwalk-La Mirada Unified	La Mirada High	329	0	28	5	20	12	99	6	1	500	1617
19648401936467	Los Angeles	Norwalk-La Mirada Unified	Norwalk High	370	0	8	0	17	9	18	1	0	423	1617
19648401936475	Los Angeles	Norwalk-La Mirada Unified	El Camino High (Continuation)	84	0	2	0	2	1	7	0	1	97	1617
19648570112714	Los Angeles	Palmdale Elementary	Antelope Valley Learning Academy	119	0	2	0	0	21	37	3	0	182	1617
19648570125377	Los Angeles	Palmdale Elementary	Palmdale Aerospace Academy	78	1	1	2	3	10	11	0	1	107	1617
19648576119580	Los Angeles	Palmdale Elementary	Guidance Charter	22	0	0	0	0	6	3	0	3	34	1617
19648650000001	Los Angeles	Palos Verdes Peninsula Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1617
19648651933308	Los Angeles	Palos Verdes Peninsula Unified	Rancho del Mar High (Continuation)	12	1	2	0	0	1	22	0	0	38	1617
19648651995588	Los Angeles	Palos Verdes Peninsula Unified	Palos Verdes Peninsula High	64	1	212	1	23	18	289	21	0	629	1617
19648651996552	Los Angeles	Palos Verdes Peninsula Unified	Palos Verdes High	46	1	47	1	8	8	230	10	0	351	1617
19648731936749	Los Angeles	Paramount Unified	Paramount High	917	0	3	9	8	59	8	9	0	1013	1617
19648731936756	Los Angeles	Paramount Unified	Buena Vista High	76	0	0	1	0	11	1	1	0	90	1617
19648810000001	Los Angeles	Pasadena Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	1	0	3	0	0	5	1617
19648810113464	Los Angeles	Pasadena Unified	Aveson Global Leadership Academy	16	2	2	1	1	7	15	1	0	45	1617
19648810117440	Los Angeles	Pasadena Unified	CIS Academy	35	0	1	0	0	2	10	1	1	50	1617
19648810118075	Los Angeles	Pasadena Unified	Learning Works	45	0	0	0	0	12	1	2	0	60	1617
19648811931062	Los Angeles	Pasadena Unified	Blair High	61	0	5	0	5	14	9	3	1	98	1617
19648811931674	Los Angeles	Pasadena Unified	Marshall Fundamental	160	0	10	0	1	25	40	7	3	246	1617
19648811936103	Los Angeles	Pasadena Unified	John Muir High	124	0	0	0	0	36	4	3	0	167	1617
19648811936806	Los Angeles	Pasadena Unified	Rose City High (Continuation)	52	0	2	0	1	15	4	2	0	76	1617
19648811936822	Los Angeles	Pasadena Unified	Pasadena High	241	2	22	0	6	46	74	19	2	412	1617
19649070000001	Los Angeles	Pomona Unified	Nonpublic, Nonsectarian Schools	2	0	0	0	0	2	1	0	0	5	1617
19649070115170	Los Angeles	Pomona Unified	School of Extended Educational Options	60	0	0	0	0	4	3	5	0	72	1617
19649071933175	Los Angeles	Pomona Unified	Ganesha High	221	1	4	0	0	7	2	1	1	237	1617
19649071933324	Los Angeles	Pomona Unified	Garey High	337	1	15	1	4	7	3	1	0	369	1617
19649071936772	Los Angeles	Pomona Unified	Park West High (Continuation)	92	0	2	0	0	5	6	0	0	105	1617
19649071937028	Los Angeles	Pomona Unified	Pomona High	228	0	4	0	1	26	4	0	0	263	1617
19649071995901	Los Angeles	Pomona Unified	Diamond Ranch High	242	1	51	3	12	26	38	6	0	379	1617
19649071996495	Los Angeles	Pomona Unified	Village Academy High School at Indian Hill	86	0	5	0	1	0	0	1	0	93	1617
19649076061634	Los Angeles	Pomona Unified	Fremont Academy of Engineering and Design	72	0	0	0	0	1	1	0	0	74	1617
19649076061642	Los Angeles	Pomona Unified	Palomares Academy of Health Science	50	0	1	0	2	2	2	0	0	57	1617
19649641937754	Los Angeles	San Marino Unified	San Marino High	17	0	160	0	4	2	75	5	0	263	1617
19649800000001	Los Angeles	Santa Monica-Malibu Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
